irszám.	MAI CÍM	maicim_1	maicim_2	maicim_rest	Google koordináta	TÁRGY	t_n_t_s2	targy_func1_orig	targy_nev	targy_height	targy_qnt	forrás	forras_link_nr	forras_link_host	forras_link	további inf.	tov-inf_link_numbered	tov-inf_link_scheme-host	tov-inf_link_nr	orig_ln
1122	Ráth György utca 38.	Ráth György utca 38.			47.501208,19.018479							MZs	0						0	724
1123	Ráth György utca 4	Ráth György utca 4.			47.499331, 19.023110	három emeletes bérház	bér			3-S<emelet>		helyszín, ingatlankezelő	0						0	725
1124	Ráth György utca 40	Ráth György utca 40.				Bírák és Ügyészek Telepe		<telep>	'Bírák és Ügyészek Telepe'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	726
1124	Ráth György utca 42	Ráth György utca 42.				Bírák és Ügyészek Telepe		<telep>	'Bírák és Ügyészek Telepe'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	727
1124	Ráth György utca 46	Ráth György utca 46.										Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	728
1124	Ráth György utca 50.	Ráth György utca 50.										Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	729
1053	Reáltanoda utca 11.	Reáltanoda utca 11.			47.492813,19.058799	lakóház		<lakó>, ;					0			Nyitva: SZ-V 9:00-11:00			0	730
	Reáltanoda utca 16.	Reáltanoda utca 16.				lakóház		<lakó>, ;				Lakótól 	0			infó: Dr. Nagy Lászlóné Dr. Sebestény Erzsébet (fogorvos) anyai *** nagyapja, vagy annak testvére tervei alapján építették a házat. A ház a *** nemzetközi hírű mellkas-sebész Dr. Sebestény Gyula tulajdona volt, *** egészen a II. Világháborút követő államosítá			0	731
1053	Reáltanoda utca 9.	Reáltanoda utca 9.			47.4928002,19.0584215	lakóház		<lakó>, ;				169-170	0						0	732
	Régiposta utca 11.	Régiposta utca 11.				Bérház üzletekkel	bér	<üzlet>					0						0	733
1053	Régiposta utca 12. -- Váci utca 14.	Régiposta utca 12.	 Váci utca 14.		47.494512,19.052253	Bérház üzletekkel	bér	<üzlet>					0			3 emeletes, eklektikus lakóépület (1866). Az épületben és elődjeiben 1782-től kávéház működött (Korona néven) 1910-ben lebontották.			0	734
1052	Régiposta utca 19. -- Petõfi Sándor utca 18	Régiposta utca 19.	 Petõfi Sándor utca 18.		47.4949,19.053327	Lakóépület üzletekkel		<lakó>, <üzlet>;					0			eredetileg Koronaherczeg és Kis Korona utca sarkán; előzmény: lakóház 1910 körül bontották le			0	735
1052	Régiposta utca 9. (7-9)	Régiposta utca 9.		**(7-9)	47.494263,19.051615	négyemeletes ház				4-S<emelet>		MZs	0						0	736
	Reguly Antal utca 14.	Reguly Antal utca 14.										380	0						0	737
	Reguly Antal utca 7.	Reguly Antal utca 7.			47.482467,19.094436							379	0						0	738
1135	Reitter Ferenc utca 3.	Reitter Ferenc utca 3.			47.523904,19.081712	háromemeletes ház				3-S<emelet>		MZs	0						0	739
	Remetehegyi út 32 volt 1837-ben	Remetehegyi út 32.		**volt 1837-ben		földszintes ház				0-S<emelet>			0						0	740
	Retek 3	Retek utca 3.				kétemeletes ház				2-S<emelet>			0						0	741
1085	Rigó utca 12.	Rigó utca 12.			47.490303,19.073058	négyemeletes ház				4-S<emelet>		MZs	0						0	742
	Rippl-Rónai utca 12.	Rippl-Rónai utca 12.										528.o.	0						0	743
1068	Rippl-Rónai utca 21.	Rippl-Rónai utca 21.			47.5146992,19.0737723	lakóház		<lakó>, ;				73-74	0			1. H. 1913			0	744
	Rökk Szilárd utca 3. -- Mária utca 2.	Rökk Szilárd utca 3.	 Mária utca 2.			lakóház		<lakó>, ;					0			nincs tervanyag erre a hrsz-ra!			0	745
1024	Rómer Flóris utca 26.	Rómer Flóris utca 26.			47.515154,19.031967	négyemeletes bérház	bér			4-S<emelet>		BZ-tól	0			kikérve, átnézve			0	746
1024	Rómer Flóris utca 34. 	Rómer Flóris utca 34.			47.515545,19.031157	lakóház		<lakó>, ;				36	0			8. M ; 10. H Zárda utca ; 11. H Zivatar ; 12. H Kert-i ; 23. H Zárda utca módosított, 1911. Márc., 2udvaros 1926 özv. Kállainé manzárd-lakásépítkezése ; 1933 10db új erkély terve ; 1948tól (OTI a tulaj) lakáshelyreállítások, átalakítások ; 1965 önkiszolgáló közért; kevésbé szép fotók: 020199, 020200 -- utcaképek			0	747
1064	Rózsa utca 111.	Rózsa utca 111.			47.511655,19.063559	háromemeletes épület				3-S<emelet>		558.o.	0			1914-ben megtervezték, de 1918-ban azt írják, hogy az építkezés 3 éve szünetel. Az új tervek 1921-esek. Valószínűleg a háború miatt nem folyt az építkezés. Itt működött Klein Ignác és Fia Korona cipőgyára			0	748
1064	Rózsa utca 54. 1 em ép	Rózsa utca 54.		**1 em. ép	47.507556,19.06884	háromemeletes ház				3-S<emelet>		MZs	0						0	749
	Rózsa utca 57.	Rózsa utca 57.				papírgyár	papír	<gyár>;					0						0	750
	Rózsa utca 95.	Rózsa utca 95.			47.510375,19.065396							557.o.	0						0	751
	Rózsafa utca-Klapka sarok	Rózsafa utca	Klapka utca sarok			kétemeletes műhely		<műhely>		2-S<emelet>			0						0	752
	Rumbach Sebestyén utca 6. --Dob utca 8. 	Rumbach Sebestyén utca 6.	Dob utca 8.			lakóépület üzletekkel		<lakó>, <üzlet>;				Kovács Dani: Budapest Art Nouveau 74. o.	0			1 em, lakóép, terv: Hild József 1833 +ráépítés 1867			0	753
	Salétrom utca 6.	Salétrom utca 6.			47.491515,19.072098							399	0						0	754
1089	Sárkány utca 11.	Sárkány utca 11.			47.4854761, 19.0919905	lakóház		<lakó>, ;				na	0						0	755
	Sarló utca 6. 	Sarló utca 6.				Törley-mauzóleum		<mauzóleum>	'Törley-mauzóleum'			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 240	0						0	756
1034	Selmeci utca 7.	Selmeci utca 7.			47.536536,19.037464	egyemeletes ház				1-S<emelet>		MZs	0						0	757
1143	Semsey Andor utca 12.-- Ilka utca 23.	Semsey Andor utca 12.	 Ilka utca 23.		47.507798,19.098696	négyemeletes ház				4-S<emelet>		MZs	0						0	758
1118	Serleg utca 1. valószínűleg nincs meg	Serleg utca 1.		**valószínűleg nincs meg	47.48365,19.038697	egyemeletes ház				1-S<emelet>		MZs	0						0	759
	Serleg utca mentén végig	Serleg utca mentén végig			47.48288,19.037974	emeletes nyaraló		<nyaraló>;		?-S<emelet>			0						0	760
	Síp utca 6.	Síp utca 6.				lakóépület		<lakó>, ;					0						0	761
	Somlói u-Ménesi utca közötti telek a Bakator utca mentén	Somlói utca	Ménesi utca közötti telek	Bakator utca mentén	47.483801,19.035979	nyaraló		<nyaraló>;					0						0	762
1118	Somlói út 44. 	Somlói út 44.			47.484086,19.038491	Jendrassik villa 		<villa>	'Jendrassik villa '			http://epa.oszk.hu/01600/01615/00001/pdf/230-234.pdf ; http://mek.oszk.hu/11400/11484/11484.pdf	2	epa.oszk.hu|mek.oszk.hu	(1) <http://epa.oszk.hu/01600/01615/00001/pdf/230-234.pdf> | (2) <http://mek.oszk.hu/11400/11484/11484.pdf>				0	763
	Somogyi Béla utca 6.	Somogyi Béla utca 6.			47.495616,19.06973	ötemeletes bérház, Magyar Közlöny Kiadó	bér	<kiadó>	'Magyar Közlöny Kiadó'	5-S<emelet>		403	0			1952től Szikra nyomda			0	764
1095	Soroksári út 158.	Soroksári út 158.			47.447434,19.091962	Fegyvergyár üzemi csarnoképülete	fegyver	<gyár>;<üzem>,<csarnok>	'Fegyvergyár üzemi csarnok'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	765
1095	Soroksári út 22-24	Soroksári út 22-24.			47.476922, 19.069365	Malom? Ma: Mezőgazdasági És Vidékfejlesztési Hivatal	|	<malom>,<|>,<hivatal>	| 'Mezőgazdasági És Vidékfejlesztési Hivatal'			BFL	0			T.Ágitól belső adatbázisból. Nincs ellenőrizve!			0	766
	Stefánia út 47	Stefánia út 47.				kétemeletes ház				2-S<emelet>		?	0						0	767
	Stollár Béla utca 2	Stollár Béla utca 2.										296	0			21224.			0	768
1055	Stollár Béla utca 3/a-3/b - Balassi B. utca 13	Stollár Béla utca 3/ab	 Balassi B. utca 13.		47.510673,19.047561	ötemeletes ház				5-S<emelet>		MZs	0			szabályozási terv			0	769
	Strobl Alajos utca 5-7.	Strobl Alajos utca 5-7.											0						0	770
	Sütõ utca 2. -- Fehérhajó utca 16.	Sütõ utca 2.	 Fehérhajó utca 16.			Lakóház		<lakó>, ;					0						0	771
	Süveg (Antónia, Németvölgyi út között)	Süveg utca	Antónia utca	Németvölgyi út között	47.481765,19.007297								0						0	772
1054	Szabadság tér 7.	Szabadság tér 7.			47.502825,19.052078	ötemeletes ház				5-S<emelet>		MZs	0			Bank Center			0	773
1015	Szabó Ilonka utca 10-- Hunfalvy utca 5	Szabó Ilonka utca 10.	 Hunfalvy utca 5.		47.505240, 19.034305								0			lakó: Porzsolt Ernő, 2 Porzsolt Ernőt találtam: 1. fakereskedő, VIII, József-körút 38.     – 2. épitész, VIII., József-krt 31/6.Tel. Józs. 1 - 5 3 . (a cím eltér!!!!) az 1916-os lakcímjegyzékben 2139. oldal			0	774
1015	Szabó Ilonka utca 12-14---- Hunfalvy utca 7	Szabó Ilonka utca 12-14.	 Hunfalvy utca 7.		47.505508, 19.033884								0						0	775
1015	Szabó Ilonka utca 22-26, címtár alapján a 22-24 valószínű, nincs meg	Szabó Ilonka utca 22-26,		**címtár alapján a 22-24 valószínű, nincs meg	47.505957,19.0326	emeletes ház				?-S<emelet>		MZs	0						0	776
	Szabolcs utca?			**Szabolcs utca ?		id. kórház		<kór>;				MZs	0						0	777
	Szalay utca 3. -- Honvéd utca 18. -- Vajkay utca 5.	Szalay utca 3.	Honvéd utca 18.	Vajkay utca 5.	47.508356, 19.049106	lakóház, Palatinus-ház		<lakó>, ;	'Palatinus ház'				0			a levéltárban a lekorábbi dokumentum 1979-es			0	778
1107	Szállás utca 14. nincs ilyen ép. itt	Szállás utca 14. nincs ilyen ép. itt			47.47651,19.128103	kétemeletes ház				2-S<emelet>		MZs	0						0	779
1025	Szalonka út 6/A	Szalonka út 6/A			47.535229,18.98697	villa		<villa>;				219	0			védett			0	780
	Szarka utca 4.	Szarka utca 4.				lakóház		<lakó>, ;					0						0	781
	Szarvas Gábor 50	Szarvas Gábor út 50.			47.516621,18.985318	Angolkisasszonyok temploma, zugligeti Szt. Család plébániatemp.		<templom>,<plébánia>,<temp>	'Angolkisasszonyok temploma'; 'zugligeti Szt. Család plébániatemp.'			személyes közlés	0			http://lasdbudapestet.blogspot.hu/2013/12/zugligeti-szent-csalad-plebania.html	(1) http://lasdbudapestet.blogspot.hu/2013/12/zugligeti-szent-csalad-plebania.html	http://lasdbudapestet.blogspot.hu	1	782
1087	Százados út 1-13.	Százados út 1-13.			47.498554,19.10547							410, Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 231	0						0	783
	Százados út 3-13.	Százados út 3-13.											0						0	784
1087	Százados út 51-65.	Százados út 51-65.			47.493991, 19.107585							Déry: 411. o., http://www.mszp8.hu/modules.php?name=Reviews&rop=showcontent&id=2660	1	www.mszp8.hu	(1) <http://www.mszp8.hu/modules.php?name=Reviews&rop=showcontent&id=2660>	A Százados út - Ciprus utca - Tisztes utca tömbben 2000 körül felépült, négyemeletes házakból álló lakótelep. Ezt megelőzően itt négy különálló, Wossala József tervezte, 1911-ben épült egyemeletes lakóház állt.			0	785
	Százados út 6.	Százados út 6.			47.499112,19.106552	http://bfl.archivportal.hu/index.php?action--registrum&registrum_action--show_fond&fond_id--1572						410	0						0	786
1087	Százados utca 16, utcai szárny	Százados utca 16.		**utcai szárny	47.497062,19.107233	kétemeletes toldalék (kenyérgyár)	kenyér	<gyár>;<toldalék>		2-S<emelet>		MZs	0			csekkolva, nincs kutatva!			0	787
	Széchenyi rakpart	Széchenyi rakpart				ötemeletes ház				5-S<emelet>			0						0	788
	Székács utca 12.	Székács utca 12.			47.500648,19.018146							Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	789
1062	Székely Bertalan utca 2/b.	Székely Bertalan utca 2/b.			47.5111183,19.0700361	lakóház		<lakó>, ;				128-129	0			7. H			0	790
1063	Székely Bertalan utca 2/c.	Székely Bertalan utca 2/c.				lakóház		<lakó>, ;				128-129	0			8. M - 2/b épülethez!; 9. H			0	791
	Székely Bertalan utca 22.	Székely Bertalan utca 22.										582.o.	0						0	792
	Székely Bertalan utca 23.	Székely Bertalan utca 23.										583.o.	0						0	793
1061	Székely Mihály utca 10.	Székely Mihály utca 10.			47.500628, 19.058935	Lakóépület üzletekkel, eredetileg vendéglõ	|	<vendéglõ>,<|>,<üzlet>; <lakó>, 					0			nincs a tervtárban róla anyag, az adatok Déry Attila könyvéből valók; előzmény: földszintes lakóépület, tervező: Hild Károly 1853			0	794
1061	Székely Mihály utca 4-6.	Székely Mihály utca 4-6.			 47.5005936,19.0592132	lakóház		<lakó>, ;					0			előzmény: 1 emeletes klasszicista lakóépület, tervező: özv. Zitterbarth Teréz 1838; 3 emeletes eklektikus bérház, tervező: Pucher József 1870			0	795
1024	Szemlőhegy utca 1/b 	Szemlőhegy utca 1/b			47.515975, 19.027299	kétemeletes ház				2-S<emelet>		MZs	0			"helyi véd., http://muemlekem.hu/muemlek?id=-7861,  SZEMLŐHEGYI út 1. számú ház (sarok homlokza-tának totál képe.] = Tanácsi Építő 1975. No 10. p. [1.] F. 8x11 cm. Hudetz Antal felv. ; http://bpkep.fszek.hu/WebPac_kep/CorvinaWeb?action=onelong&recnum=817218&pos=5 ; ""Kilczer Béla 1912-ben a székesfővárosi iparrajziskola nyilvános *** rajztanfolyamának első osztályát fejezte be jeles eredménnyel. 1911—14 között Szuchy János építőmesternél kőművestanonc.""http://library.hungaricana.hu/pdf/MUZE_MEGY_NOGR/MEGY_NOGR_Muzevkonyv1988.pdf/slice?pg=411&to=411&zoom=h&pgl=s&hl=%280%291769.6#page=1&zoom=auto,-80,262 ; Magyar Építőmesterek és anyagtermelő és elárusító szövetkezete felügyelőbizottság elnöke http://library.hungaricana.hu/pdf/BPLakcimjegyzek/BPLAKCIMJEGYZEK_25_1913.pdf/slice?pg=657&to=657&zoom=h&pgl=s&hl=%280%292697.6#page=1&zoom=auto,-80,662 Építőmesteri képzettség megvizsgálására szervezett bizottság tagja 1916 ; HU BFL - VII.171 - 1919 - 0513 VII.171 - Hedry Aladár közjegyző iratai *** jegyzőkönyv törlesztéses kölcsöntartozásról; 1919 jegyzőkönyv végrendelet letételéről 1925  Bánlaky Adorján  HU BFL - VII.171 - 1925 - 0555 ; végrendelet 1931  Latzko Manó HU BFL - VII.171 - 1931 - 0350"	(1) http://muemlekem.hu/muemlek?id=-7861, (2) http://bpkep.fszek.hu/WebPac_kep/CorvinaWeb?action=onelong&recnum=817218&pos=5 (3) http://library.hungaricana.hu/pdf/MUZE_MEGY_NOGR/MEGY_NOGR_Muzevkonyv1988.pdf/slice?pg=411&to=411&zoom=h&pgl=s&hl=%280%291769.6#page=1&zoom=auto,-80,262 (4) http://library.hungaricana.hu/pdf/BPLakcimjegyzek/BPLAKCIMJEGYZEK_25_1913.pdf/slice?pg=657&to=657&zoom=h&pgl=s&hl=%280%292697.6#page=1&zoom=auto,-80,662	http://muemlekem.hu|http://bpkep.fszek.hu|http://library.hungaricana.hu|http://library.hungaricana.hu	4	796
1022	Szemlőhegy utca 16.	Szemlőhegy utca 16.			47.518295,19.027943							MB	0						0	797
	Széna tér	Széna tér				Budai Tornaegylet korcsolyacsarnoka 	korcsolya	<csarnok>	'Budai Tornaegylet korcsolyacsarnoka'			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 225.	0						0	798
1118	Szent Adalbert tér környéke hrsz. alapján			**Szent Adalbert tér környéke hrsz. alapján	47.47368,19.011183	egyemeletes ház				1-S<emelet>		MZs	0						0	799
	Szent Gellért tér 1. 	Szent Gellért tér 1.				Gellért-szálló és fürdő (hullám-és pezsgőfürdő későbbi)	pezsgő	<szálló>, <fürdő>;<fürdő>	'Gellért-szálló és fürdő'			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 237	0						0	800
	Szent László út 184.	Szent László út 184.			47.543417,19.094897	földszintes ház				0-S<emelet>			0						0	801
1135	Szent László út 4.	Szent László út 4.			47.523380,19.083495	raktár és iroda		<raktár>,<iroda>				MZs	0			Widder és Steiner czég			0	802
1135	Szent László utca 84. nincs meg (címtár alapján; /103-as telek)	Szent László utca 84.		**nincs meg (címtár alapján; /103-as telek)	47.532919,19.088972	kétemeletes ház				2-S<emelet>		MZs	0						0	803
1033	Szentendrei út 83-85 -- Benedek Elek utca 7-15	Szentendrei út 83-85.	 Benedek Elek utca 7-15.		47.554956,19.045591	Kőrösi Csoma Sándor Két Tanítási Nyelvű Baptista Gimnázium és Szakiskola	szak	<gimnázium>,<iskola>	'Kőrösi Csoma Sándor Két Tanítási Nyelvű Baptista Gimnázium és Szakiskola'			62	0			BGy Fototár: 001076, 001077, 001089			0	804
1088	Szentkirályi utca 10.	Szentkirályi utca 10.			47.4937547,19.0649638								0						0	805
1088	Szentkirályi utca 34.	Szentkirályi utca 34.			47.490746,19.066041	lakóház		<lakó>, ;				na	0			9.H			0	806
	Szentlőrinc, területrendezés miatt megszűnt			**Szentlőrinc, területrendezés miatt megszűnt		egyemeletes ház				1-S<emelet>			0						0	807
	Szentmihályi utca 2	Szentmihályi utca 2.				egyemeletes ház				1-S<emelet>			0						0	808
	Szép utca 5. -- Reáltanoda utca 4.	Szép utca 5.	 Reáltanoda utca 4.			ötemeletes, belsőudvaros lakóház	w	<lakó>, W<belsőudvar>;		5-S<emelet>			0			nincs adat, tervtári anyag híján a beírt adatok Déry Attila: Belváros-Lipótváros-ból vannak			0	809
	Szépvölgyi út 70?	Szépvölgyi út 70.		**?		földszintes ház				0-S<emelet>			0						0	810
1056	Szerb utca 6	Szerb utca 6.			47.489407,19.057476	négyemeletes ház				4-S<emelet>		MZs	0						0	811
	Szerdahelyi utca 10.	Szerdahelyi utca 10.											0						0	812
	Szerdahelyi utca 11.	Szerdahelyi utca 11.										422	0						0	813
	Szerdahelyi utca 16.	Szerdahelyi utca 16.			47.492441,19.082372							423	0						0	814
1052	Szervita tér 5.	Szervita tér 5.			47.495052,19.05292	Rózsavölgyi-ház, egykori Lajta-ház. Ma lakóház üzletekkel	|	 ;<|>, <lakó>,<üzlet>	'Lajta-ház' | 'Rózsavölgyi-ház'			109-116 honlap	0			a tervek a Lajta archívumban érhetőek el			0	815
1083	Szigony utca 41 - Apáthy István utca 8. nincs meg	Szigony utca 41.	Apáthy István utca 8.	***nincs meg	47.484075,19.079962	háromemeletes ház				3-S<emelet>		MZs	0						0	816
1011	Szilágyi Dezső tér 4.-- Iskola utca 5.	Szilágyi Dezső tér 4.	 Iskola utca 5.		47.503631,19.038276	lakóház		<lakó>, ;					0						0	817
1026	Szilágyi Erzsébet fasor 17--21	Szilágyi Erzsébet fasor 17-21.			47.508950,19.018017								0			helyi védett *** http://www.muemlekem.hu/muemlek?id=-7866	(1) http://www.muemlekem.hu/muemlek?id=-7866	http://www.muemlekem.hu	1	818
1026	Szilágyi Erzsébet fasor 33. 	Szilágyi Erzsébet fasor 33.			47.509251,19.016086	Székely-ház és villa 		<villa>	'Székely-ház és villa'			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 225.	0						0	819
1016	Szirtes út 4.?	Szirtes út 4.		**?	47.488446,19.036414	emeletes ház				?-S<emelet>		MZs	0						0	820
1016	Szirtes út 5/b	Szirtes út 5/b			47.488273, 19.036072	emeletes ház				?-S<emelet>			0			"""Szirtes út 5-ös számú házban lakott Markup Valéria festőművésznő, Markup Béla szobrászművész leánya, Markup Béla több köztéri szobor alkotója leginkább a Parlament két oldalán lévő oroszlán alkotá- sáról vált ismertté. Markup Valéria főként tájképeket és portrékat festett.  /magán megj./"" http://mek.oszk.hu/11200/11251/11251.pdf"	(1) http://mek.oszk.hu/11200/11251/11251.pdf	http://mek.oszk.hu	1	821
1068	Szív utca 10.	Szív utca 10.			47.507689,19.070887	egyemeletes ház				1-S<emelet>		594.o.	0			"kikérve, átnézve; 1916-1928 között Hanicz Béla hentesáru gyáros (később csemegeáru kereskedő is) lakcíme, egyben a vállalkozása működési címe is a címtárak szerint. Valószínűleg ""iparosház"" lehetett az épület, ahol a tulajdonos lakott, működött a kisüzeme és az üzlete is egyben (talán helyszínbejárással tisztázható lenne); HU BFL - XV.17.b.312 - 1101/1873 - Tichy Emánuel építtető, boltajtó tervezése, nincs meg a terv maga"			0	822
1063	Szív utca 15.	Szív utca 15.			47.508209,19.070369							595.o.	0						0	823
1063	Szív utca 34.	Szív utca 34.			47.509925,19.0672	lakóház		<lakó>, ;					0			1851-es épület: építettő: Diescher József, tervező+kivitelező:Tummler János			0	824
1063	Szív utca 42.	Szív utca 42.			47.510389,19.066833	háromemeletes ház				3-S<emelet>		598.o.	0						0	825
	Szív utca 60.	Szív utca 60.				középület jelenleg: Adó- és Pénzügyi Ellenõrzési Hivatal Pest megyei Igazgatósága		<hivatal>	'Adó- és Pénzügyi Ellenõrzési Hivatal Pest megyei Igazgatósága'				0						0	826
1063	Szív utca 62. nincs meg	Szív utca 62.		**nincs meg	47.511875,19.064468	háromemeletes ház				3-S<emelet>		MZs	0						0	827
	Szív utca 63.	Szív utca 63.										602.o.	0			nem találom a táblázatban			0	828
1103	Szlávy utca 20-30	Szlávy utca 20-30.			47.474904,19.140560	emeletes raktár és kocsiszín		<raktár>,<kocsiszín>		?-S<emelet>		MZs	0			1916-ban a Szlávy u. 20.-ban még a Kőbányai Tak.pt. Rt. működik, a 22-30.-ban pedig a Graepel Hugó Bt. [kb. 60 évnyi iratanyag a BFL-ben; 1914-ből több adásvételi szerződés, amúgy ez egy mai napig működő cég]; http://budun-archivum.tumblr.com/post/5488778923/graepel-hugo-gep-es-rostalemez-gyara-balaton; 1922-23-as ill. 1928-as címjegyzékben Szlávy u. 20-30. alatt szerepel a gyár; cégvezető: Stammers Reeve Róbert; http://www.gb-ganz.hu/; Budapest Főváros Levéltárában valószínűleg sok anyag érhető el: http://bfl.archivportal.hu/index.php?action=registrum&registrum_action=show_fond&fond_id=4406 ill. http://bfl.archivportal.hu/index.php?action=registrum&registrum_action=show_fond&fond_id=5986; Sorg Antalhoz: http://www.kiralyikastely.hu/oldal.131.ovohelyek_a_godolloi_kastelyban ill. http://iho.hu/hir/volt-egyszer-egy-kis-ferihegy	(1) http://budun-archivum.tumblr.com/post/5488778923/graepel-hugo-gep-es-rostalemez-gyara-balaton; (2) http://www.gb-ganz.hu/; (3) http://bfl.archivportal.hu/index.php?action=registrum&registrum_action=show_fond&fond_id=4406 (4) http://bfl.archivportal.hu/index.php?action=registrum&registrum_action=show_fond&fond_id=5986; (5) http://www.kiralyikastely.hu/oldal.131.ovohelyek_a_godolloi_kastelyban (6) http://iho.hu/hir/volt-egyszer-egy-kis-ferihegy	http://budun-archivum.tumblr.com|http://www.gb-ganz.hu|http://bfl.archivportal.hu|http://bfl.archivportal.hu|http://www.kiralyikastely.hu|http://iho.hu	6	829
1067	Szondi utca 100.	Szondi utca 100.			47.516087,19.07429	emeletes ház				?-S<emelet>			0						0	830
1067	Szondi utca 102	Szondi utca 102.			47.516036,19.074349	emeletes ház				?-S<emelet>			0						0	831
1067	Szondi utca 30.	Szondi utca 30.			47.509984,19.063114	boltkapuzat		<boltkapuzat>				MZs	0			"""1893-ból volt terv aztán legközelebb '50-ből""/T. Ági"			0	832
1064	Szondi utca 55.	Szondi utca 55.			47.512365,19.067931	háromemeletes ház				3-S<emelet>		MZs	0			a levéltárban nem találhatóak eredeti tervek			0	833
	Szondi utca 84	Szondi utca 84.			47.514656,19.071587	lakóház		<lakó>, ;					0						0	834
1074	Szövetség utca 19 lebontották	Szövetség utca 19 lebontották			47.499813,19.073703	háromemeletes ház				3-S<emelet>		MZs	0						0	835
1149	Szugló utca 60–62. – Kövér Lajos utca 43.	Szugló utca 60–62.	 Kövér Lajos utca 43.		47.51553,19.112895	Fővárosi Jéggyár melléképülete	jég mellék	<gyár>;	'Fővárosi Jéggyár'			BZ-tól	0						0	836
1086	Szűz utca 1 - Tavaszmező utca 15. 	Szűz utca 1.	Tavaszmező utca 15.		47.490918,19.077984	kétemeletes ház, M.K. Állami Mechanikai és Órásipari Szakiskola	szak	<iskola>	'M.K. Állami Mechanikai és Órásipari Szakiskola'	2-S<emelet>		MZs	0			1901-es, talán bővítési tervek később?			0	837
1043	Tanoda tér 1.	Tanoda tér 1.			47.558081,19.088605	Újpesti gimnázium		<gimnázium>	'Újpesti gimnázium'				0						0	838
1022	Tapolcsányi utca 1-7, címtár alapján 1. nem látszik túl jól, de lehet, hogy már nincs meg	Tapolcsányi utca 1-7.		** címtár alapján 1. nem látszik túl jól, de lehet, hogy már nincs meg	47.516037,19.023673	kétemeletes épület				2-S<emelet>		MZs	0						0	839
1022	Tapolcsányi utca 2. nincs meg, vagy nagyon átépítették	Tapolcsányi utca 2.		**nincs meg, vagy nagyon átépítették	47.515896,19.023566	emeletes ház				?-S<emelet>		MZs	0						0	840
	Tartsay Vilmos utca 11.	Tartsay Vilmos utca 11.				 Villa 		<villa>;				Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 237	0						0	841
	Tátra utca 2, háromemeletes!	Tátra utca 2.		** háromemeletes!	47.512824,19.049776	négyemeletes ház				4-S<emelet>			0						0	842
1137	Tátra utca 20. – Radnóti Miklós utca 28	Tátra utca 20.	 Radnóti Miklós utca 28.		47.515338,19.051692	ötemeletes ház				5-S<emelet>		MZs	0						0	843
1136	Tátra utca 3	Tátra utca 3.			47.5131496, 19.0502771								0						0	844
1136	Tátra utca 4.	Tátra utca 4.			47.513248,19.050147	négyemeletes bérház	bér			4-S<emelet>		Mendöl Zsuzsa: Málnai Béla	0			itt volt a Haasz-Málnai építésziroda székhelye sokáig!			0	845
1136	Tátra utca 8.	Tátra utca 8.			47.513695,19.050490	négyemeletes ház				4-S<emelet>		MZs	0						0	846
1086	Teleki László tér 1-2 -- Bauer Sándor utca 19.	Teleki László tér 1-2.	 Bauer Sándor utca 19.		47.49332,19.082189	ötemeletes ház				5-S<emelet>		438	0						0	847
1086	Teleki László tér 10. -- Dobozi utca 1.	Teleki László tér 10.	 Dobozi utca 1.		47.493133,19.085089	ötemeletes bérház	bér			5-S<emelet>		BZ-tól, 108	0			LEAR: HU BFL-VII.175-1890-0989; HU BFL-VII.217-1914-0220 (adásvételi szerződések, Schlosser Ferencre keresve találhatóak meg)			0	848
1086	Teleki László tér 25 -- Kun utca 12	Teleki László tér 25.	 Kun utca 12.									440	0						0	849
	Teleki László tér 3	Teleki László tér 3.			47.492994,19.082361	ötemeletes ház				5-S<emelet>			0						0	850
1086	Teleki László tér 5.	Teleki László tér 5.			47.492729,19.082849							438	0						0	851
	Teleki tér 25. -- Kun utca 12.	Teleki tér 25.	 Kun utca 12.			Lakóház		<lakó>, ;					0						0	852
	Telepes utca 1/B.	Telepes utca 1/B.			47.520584,19.11063								0						0	853
	Telepes utca 23.	Telepes utca 23.											0						0	854
1106	Terebesi utca 66-68 v. Vizimalom utca 5-7 (??)	Terebesi utca 66-68.		**vagy Vizimalom utca 5-7 (??)	47.503811,19.154044	raktár és növényház	növény	<raktár>				MZs	0						0	855
1067	Teréz körút 43 -- Szondi utca 6	Teréz körút 43.	 Szondi utca 6.		47.508172,19.059572	volt Britannia, aztán Béke szálló, Radisson Blu	|	<szálló>;<|>,<szálló>	'Britannia szálló' | 'Béke szálló, Radisson Blu'				0						0	856
