item,itemLabel,givenNameLabel,lastnameLabel,birthdate,deathdate,nationalityLabel,itemDescription
http://www.wikidata.org/entity/Q853843,Manci Bäck,Bäck,Margit,1891-12-25T00:00:00Z,1989-01-09T00:00:00Z,Hungary,Hungarian photographer (1891-1989)
http://www.wikidata.org/entity/Q1163414,Manó Mai,,Manó,1855-05-24T00:00:00Z,1917-07-24T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q25982836,Marcel Sternberger,,Marcel,1899-10-19T00:00:00Z,1956-10-21T00:00:00Z,Hungary,Hungarian-born photographer (1899-1956)
http://www.wikidata.org/entity/Q95209118,Margit Dobronyi,,Margit,1913-03-13T00:00:00Z,,Hungary,(1913-?) magyar fényképész
http://www.wikidata.org/entity/Q30611320,Marian Reismann,Reismann,Marian,1911-12-23T00:00:00Z,1991-09-28T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q708491,Martin Munkácsi,,Martin,1896-05-18T00:00:00Z,1963-07-14T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q708491,Martin Munkácsi,,Martin,1896-05-18T00:00:00Z,1963-07-14T00:00:00Z,United States of America,Hungarian photographer
http://www.wikidata.org/entity/Q15107944,Maurice Heinrich,Heinrich,Moritz,1830-01-01T00:00:00Z,1900-01-01T00:00:00Z,Hungary,Russian photographer
http://www.wikidata.org/entity/Q15107944,Maurice Heinrich,Heinrich,Moritz,1830-01-01T00:00:00Z,1900-01-01T00:00:00Z,Russian Empire,Russian photographer
http://www.wikidata.org/entity/Q25467701,Mezey Béla,Mezey,Béla,1935-07-20T00:00:00Z,,Hungary,(1935-) magyar fotóművész
http://www.wikidata.org/entity/Q112560872,Mihály Bodza W.,,Mihály,1968-08-21T00:00:00Z,,Hungary,Hungarian scenographer
http://www.wikidata.org/entity/Q123194173,Mihály Dömötör,Dömötör,Mihály,1950-03-10T00:00:00Z,,Hungary,Hungarian photographer (born: 1950)
http://www.wikidata.org/entity/Q1009709,Mihály Gerendás,Gerendás,Mihály,1908-01-30T00:00:00Z,1976-06-16T00:00:00Z,Hungary,biochemist
http://www.wikidata.org/entity/Q1121595,Mihály Kubinszky,,Mihály,1927-09-17T00:00:00Z,2016-10-17T00:00:00Z,Hungary,Hungarian docent and architect
http://www.wikidata.org/entity/Q1437314,Miklos Gaál,Gaál,Miklos,1974-08-31T00:00:00Z,,Hungary,Finnish photographer
http://www.wikidata.org/entity/Q1437314,Miklos Gaál,Gaál,Miklos,1974-08-31T00:00:00Z,,Finland,Finnish photographer
http://www.wikidata.org/entity/Q16363441,Miklós Bohanek,,Miklós,1951-01-18T00:00:00Z,2013-08-19T00:00:00Z,Hungary,"(1951-2013) magyar fotós, a Szabad Föld hetilap fotóriportere"
http://www.wikidata.org/entity/Q108934000,Miklós Déri,Déri,Miklós,1964-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q108934000,Miklós Déri,Déri,Miklós,1964-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q990204,Miklós Erdély,,Miklós,1928-07-04T00:00:00Z,1986-05-22T00:00:00Z,Hungary,"Hungarian screenwriter, film producer and author (1928–1986)"
http://www.wikidata.org/entity/Q1101940,Miklós Juhász,Juhász,Miklós,1934-12-06T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q61007951,Miklós Labori,Labori,Miklós,1883-01-01T00:00:00Z,1944-01-01T00:00:00Z,Hungary,"(1883-?) magyar fényképész, fotóriporter"
http://www.wikidata.org/entity/Q61007951,Miklós Labori,Labori,Manó,1883-01-01T00:00:00Z,1944-01-01T00:00:00Z,Hungary,"(1883-?) magyar fényképész, fotóriporter"
http://www.wikidata.org/entity/Q61007951,Miklós Labori,Labori,Miklós,1883-01-01T00:00:00Z,1944-01-01T00:00:00Z,Hungary,"(1883-?) magyar fényképész, fotóriporter"
http://www.wikidata.org/entity/Q61007951,Miklós Labori,Labori,Manó,1883-01-01T00:00:00Z,1944-01-01T00:00:00Z,Hungary,"(1883-?) magyar fényképész, fotóriporter"
http://www.wikidata.org/entity/Q28941880,Miklós Lengyel,,Miklós,1950-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q115783032,Miklós László,László,Miklós,1942-12-02T00:00:00Z,,Hungary,Romanian-Hungarian photographer
http://www.wikidata.org/entity/Q115783032,Miklós László,László,Miklós,1942-12-02T00:00:00Z,,Romania,Romanian-Hungarian photographer
http://www.wikidata.org/entity/Q16521911,Miklós Molnár,Molnár,Miklós,1938-02-23T00:00:00Z,2016-11-01T00:00:00Z,Hungary,"Hungarian cinematographer, photographer and university teacher (1938-2016)"
http://www.wikidata.org/entity/Q16611746,Miklós Müller,Müller,Nicolás,1913-04-18T00:00:00Z,2000-01-03T00:00:00Z,Hungary,photographer
http://www.wikidata.org/entity/Q16611746,Miklós Müller,Müller,Nicolás,1913-04-18T00:00:00Z,2000-01-03T00:00:00Z,Spain,photographer
http://www.wikidata.org/entity/Q16611746,Miklós Müller,Müller,Nicolás,1913-04-18T00:00:00Z,2000-01-03T00:00:00Z,Hungary,photographer
http://www.wikidata.org/entity/Q16611746,Miklós Müller,Müller,Nicolás,1913-04-18T00:00:00Z,2000-01-03T00:00:00Z,Spain,photographer
http://www.wikidata.org/entity/Q1214409,Miklós Nagy,Nagy,Miklós,1951-05-20T00:00:00Z,,Hungary,"(1951–) magyar műgyűjtő, fotográfus"
http://www.wikidata.org/entity/Q1253110,Miklós Rév,,Miklós,1906-10-20T00:00:00Z,1998-05-22T00:00:00Z,Hungary,Hungarian photographer (1906-1998)
http://www.wikidata.org/entity/Q46509072,Miksa Auerbach,Auerbach,Miksa,1840-01-01T00:00:00Z,1900-01-01T00:00:00Z,Hungary,photographer
http://www.wikidata.org/entity/Q48622357,Mirko Lenaršič,,Mirko,1882-11-13T00:00:00Z,1966-08-17T00:00:00Z,Hungary,Slovene writer
http://www.wikidata.org/entity/Q48622357,Mirko Lenaršič,,Mirko,1882-11-13T00:00:00Z,1966-08-17T00:00:00Z,Socialist Federal Republic of Yugoslavia,Slovene writer
http://www.wikidata.org/entity/Q48622357,Mirko Lenaršič,,Mirko,1882-11-13T00:00:00Z,1966-08-17T00:00:00Z,Kingdom of Yugoslavia,Slovene writer
http://www.wikidata.org/entity/Q48622357,Mirko Lenaršič,,Mirko,1882-11-13T00:00:00Z,1966-08-17T00:00:00Z,Transleithania,Slovene writer
http://www.wikidata.org/entity/Q31093338,Mucsy Szilvia,,Szilvia,1973-06-20T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q16522133,Mária Novák,Novák,Mária,1939-01-01T00:00:00Z,2023-12-01T00:00:00Z,Hungary,Hungarian photographer (1939–2023)
http://www.wikidata.org/entity/Q112083509,Mária Szenczi,,Mária,1931-01-11T00:00:00Z,1999-06-05T00:00:00Z,Hungary,Hungarian photographer (1931–1999)
http://www.wikidata.org/entity/Q1252765,Márta Rédner,Gutman,Márta,1909-12-15T00:00:00Z,1991-02-12T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q31092421,Márta Szabó,Szabó,Marta,1966-01-01T00:00:00Z,,Hungary,(1966–) Hungarian photographer
http://www.wikidata.org/entity/Q1298950,Márton Szipál,,Márton,1924-05-06T00:00:00Z,2016-04-26T00:00:00Z,Hungary,Hungarian photographer (1924-2016)
http://www.wikidata.org/entity/Q1298950,Márton Szipál,,Márton,1924-05-06T00:00:00Z,2016-04-26T00:00:00Z,United States of America,Hungarian photographer (1924-2016)
http://www.wikidata.org/entity/Q24460955,Mónika Bek Balla,,Mónika,1969-09-25T00:00:00Z,,Hungary,"Hungarian photographer, jurist and manager"
http://www.wikidata.org/entity/Q990309,Mór Erdélyi,Erdélyi,Mór,1866-12-03T00:00:00Z,1934-03-11T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q46353984,Mór Langsfeld,,Mór,1830-01-01T00:00:00Z,1906-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q752987,Nickolas Muray,Mandl,Miklós,1892-02-15T00:00:00Z,1965-11-02T00:00:00Z,Hungary,American photographer and fencer
http://www.wikidata.org/entity/Q752987,Nickolas Muray,Mandl,Miklós,1892-02-15T00:00:00Z,1965-11-02T00:00:00Z,United States of America,American photographer and fencer
http://www.wikidata.org/entity/Q84570858,Noa Nick,,,1983-02-13T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q19592505,Nora Dumas,Dumas,Nora,1890-01-01T00:00:00Z,1979-05-23T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q790251,Norbert Baranyi,Baranyi,Norbert,1982-11-05T00:00:00Z,,Hungary,(1982–) magyar fotográfus
http://www.wikidata.org/entity/Q20435821,Norbert Bonczók,,Norbert,1981-08-23T00:00:00Z,,Hungary,Hungarian musician and actor
http://www.wikidata.org/entity/Q28722472,Nyáry János,,János,1942-08-23T00:00:00Z,2021-02-13T00:00:00Z,Hungary,(1942–2023) fotóriporter; mechanikai műszerész
http://www.wikidata.org/entity/Q46346022,Nándor Homonnai,Homonnai,Nándor,1880-01-16T00:00:00Z,1927-07-02T00:00:00Z,Hungary,Hungarian photographer (1880-1927)
http://www.wikidata.org/entity/Q5476554,Nándor Mikola,Mikola,Nándor,1911-11-27T00:00:00Z,2006-05-03T00:00:00Z,Hungary,Hungarian–Finnish artist (1911-2006)
http://www.wikidata.org/entity/Q5476554,Nándor Mikola,Mikola,József,1911-11-27T00:00:00Z,2006-05-03T00:00:00Z,Hungary,Hungarian–Finnish artist (1911-2006)
http://www.wikidata.org/entity/Q5476554,Nándor Mikola,Mikola,Nándor,1911-11-27T00:00:00Z,2006-05-03T00:00:00Z,Finland,Hungarian–Finnish artist (1911-2006)
http://www.wikidata.org/entity/Q5476554,Nándor Mikola,Mikola,József,1911-11-27T00:00:00Z,2006-05-03T00:00:00Z,Finland,Hungarian–Finnish artist (1911-2006)
http://www.wikidata.org/entity/Q102627046,Nóra Szakács,Szakács,Nóra,1988-01-01T00:00:00Z,,Hungary,"Hungarian mathematician, photographer"
http://www.wikidata.org/entity/Q102627046,Nóra Szakács,Szakács,Nóra,1988-01-01T00:00:00Z,,Romania,"Hungarian mathematician, photographer"
http://www.wikidata.org/entity/Q1212706,Olga Máté,Máté,Olga,1878-01-01T00:00:00Z,1961-04-05T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1212706,Olga Máté,Máté,Olga,1878-01-01T00:00:00Z,1961-04-05T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q55861126,Otto Schoefft,,Ottó,1833-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q22281442,Ottó Kaiser,Kaiser,Ottó,1953-11-24T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q46344479,Ottó Vasadi,,Ottó,,1926-09-27T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q138740,Paul Almasy,Almasy,Paul,1906-05-29T00:00:00Z,2003-09-23T00:00:00Z,Hungary,French photographer (1906-2003)
http://www.wikidata.org/entity/Q138740,Paul Almasy,Almasy,Pál,1906-05-29T00:00:00Z,2003-09-23T00:00:00Z,Hungary,French photographer (1906-2003)
http://www.wikidata.org/entity/Q138740,Paul Almasy,Almasy,Paul,1906-05-29T00:00:00Z,2003-09-23T00:00:00Z,Italy,French photographer (1906-2003)
http://www.wikidata.org/entity/Q138740,Paul Almasy,Almasy,Pál,1906-05-29T00:00:00Z,2003-09-23T00:00:00Z,Italy,French photographer (1906-2003)
http://www.wikidata.org/entity/Q138740,Paul Almasy,Almasy,Paul,1906-05-29T00:00:00Z,2003-09-23T00:00:00Z,France,French photographer (1906-2003)
http://www.wikidata.org/entity/Q138740,Paul Almasy,Almasy,Pál,1906-05-29T00:00:00Z,2003-09-23T00:00:00Z,France,French photographer (1906-2003)
http://www.wikidata.org/entity/Q32716659,Paul Goldman,Goldman,Paul,1900-01-01T00:00:00Z,1986-11-29T00:00:00Z,Hungary,Hungarian-born Israeli photographer (1900-1986)
http://www.wikidata.org/entity/Q32716659,Paul Goldman,Goldman,Pál,1900-01-01T00:00:00Z,1986-11-29T00:00:00Z,Hungary,Hungarian-born Israeli photographer (1900-1986)
http://www.wikidata.org/entity/Q32716659,Paul Goldman,Goldman,Paul,1900-01-01T00:00:00Z,1986-11-29T00:00:00Z,Israel,Hungarian-born Israeli photographer (1900-1986)
http://www.wikidata.org/entity/Q32716659,Paul Goldman,Goldman,Pál,1900-01-01T00:00:00Z,1986-11-29T00:00:00Z,Israel,Hungarian-born Israeli photographer (1900-1986)
http://www.wikidata.org/entity/Q12668695,Paulius Normantas,Normantas,Romualdas,1948-06-08T00:00:00Z,2017-01-07T00:00:00Z,Hungary,(1948–2017) litván származású magyar fotóművész
http://www.wikidata.org/entity/Q12668695,Paulius Normantas,Normantas,Paulius,1948-06-08T00:00:00Z,2017-01-07T00:00:00Z,Hungary,(1948–2017) litván származású magyar fotóművész
http://www.wikidata.org/entity/Q12668695,Paulius Normantas,Normantas,Romualdas,1948-06-08T00:00:00Z,2017-01-07T00:00:00Z,Soviet Union,(1948–2017) litván származású magyar fotóművész
http://www.wikidata.org/entity/Q12668695,Paulius Normantas,Normantas,Paulius,1948-06-08T00:00:00Z,2017-01-07T00:00:00Z,Soviet Union,(1948–2017) litván származású magyar fotóművész
http://www.wikidata.org/entity/Q95695502,Piroska Dorn,Dorn,Piroska,http://www.wikidata.org/.well-known/genid/deda2ae12d3cd8294f360b11adb36f9e,,Hungary,(?) fényképészmeester
http://www.wikidata.org/entity/Q75173088,Pál Kis,Kis,Pál,1890-01-01T00:00:00Z,1945-01-24T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1251123,Pál Rosti,,Pál,1830-11-29T00:00:00Z,1874-12-07T00:00:00Z,Hungary,Hungarian geographer (1830-1874)
http://www.wikidata.org/entity/Q124542402,Pálné Rátonyi,Rátonyi,Magdolna,1906-10-09T00:00:00Z,1998-09-03T00:00:00Z,Hungary,Hungarian photographer (1906-1998)
http://www.wikidata.org/entity/Q28737104,Péter Antall,Antall,Péter,1964-03-23T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q874241,Péter Csonka,Csonka,Péter,1974-06-10T00:00:00Z,,Hungary,kortárs magyar madár- és természetfotós
http://www.wikidata.org/entity/Q113787560,Péter Deim,,Péter,1959-02-15T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q26207356,Péter Fischer,Fischer,Peter,1929-07-01T00:00:00Z,2013-03-18T00:00:00Z,Hungary,"Hungarian-born cinematographer, photojournalist"
http://www.wikidata.org/entity/Q26207356,Péter Fischer,Fischer,Péter,1929-07-01T00:00:00Z,2013-03-18T00:00:00Z,Hungary,"Hungarian-born cinematographer, photojournalist"
http://www.wikidata.org/entity/Q26207356,Péter Fischer,Fischer,Peter,1929-07-01T00:00:00Z,2013-03-18T00:00:00Z,United Kingdom,"Hungarian-born cinematographer, photojournalist"
http://www.wikidata.org/entity/Q26207356,Péter Fischer,Fischer,Péter,1929-07-01T00:00:00Z,2013-03-18T00:00:00Z,United Kingdom,"Hungarian-born cinematographer, photojournalist"
http://www.wikidata.org/entity/Q238881,Péter Forgács,Forgács,Péter,1950-09-10T00:00:00Z,,Hungary,Hungarian filmmaker
http://www.wikidata.org/entity/Q31092505,Péter Fülöp,Fülöp,Péter,1967-01-06T00:00:00Z,,Hungary,(1967–) Hungarian photographer
http://www.wikidata.org/entity/Q1031325,Péter Gémes,Gémes,Péter,1951-04-11T00:00:00Z,1996-10-22T00:00:00Z,Hungary,Hungarian artist
http://www.wikidata.org/entity/Q1055586,Péter Horváth,Horváth,Péter,1945-06-29T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q28937393,Péter István Fábry,Fábry,István,1949-04-19T00:00:00Z,,Hungary,"graphic, photographer, film director"
http://www.wikidata.org/entity/Q28937393,Péter István Fábry,Fábry,Péter,1949-04-19T00:00:00Z,,Hungary,"graphic, photographer, film director"
http://www.wikidata.org/entity/Q1119168,Péter Korniss,Korniss,Péter,1937-08-04T00:00:00Z,,Hungary,Hungarian photographer (born: 1937)
http://www.wikidata.org/entity/Q1119168,Péter Korniss,Korniss,Péter,1937-08-04T00:00:00Z,,Hungary,Hungarian photographer (born: 1937)
http://www.wikidata.org/entity/Q336698,Péter Nádas,Nádas,Péter,1942-10-14T00:00:00Z,,Hungary,Hungarian writer and photographer
http://www.wikidata.org/entity/Q20438214,Péter Pál Váradi,,Pál,1944-08-19T00:00:00Z,,Hungary,"(1944) agrármérnök, fotográfus"
http://www.wikidata.org/entity/Q20438214,Péter Pál Váradi,,Péter,1944-08-19T00:00:00Z,,Hungary,"(1944) agrármérnök, fotográfus"
http://www.wikidata.org/entity/Q56390659,Péter Tamási,Tamási,Péter,1946-01-09T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q72814877,Péter Tímár,Tímár,Péter,1948-08-23T00:00:00Z,,Hungary,"(1948-) magyar fotográfus, fotoművész"
http://www.wikidata.org/entity/Q320946,Péter Zilahy,,Péter,1970-11-08T00:00:00Z,,Hungary,Hungarian writer
http://www.wikidata.org/entity/Q1033279,Rezső Halász,Halász,Rezső,1919-05-15T00:00:00Z,1992-10-13T00:00:00Z,Hungary,Hungarian photographer (1919-1992)
http://www.wikidata.org/entity/Q107378449,Richárd Wojtowicz,Wojtowicz,Richárd,1888-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/a0b65cc2dbc731165a7a3409635eac6d,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q107378449,Richárd Wojtowicz,Wojtowicz,Richárd,1888-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/a0b65cc2dbc731165a7a3409635eac6d,Czechoslovakia,Hungarian photographer
http://www.wikidata.org/entity/Q23562833,Robert Halmi Sr.,Halmi,Róbert,1924-01-22T00:00:00Z,2014-07-30T00:00:00Z,Hungary,film producer (1924-2014)
http://www.wikidata.org/entity/Q26925320,Rogi André,Klein,Rózsa,1900-08-10T00:00:00Z,1970-04-11T00:00:00Z,Hungary,Hungarian-born French photographer and painter (1900-1970)
http://www.wikidata.org/entity/Q26925320,Rogi André,Klein,Rózsa,1905-01-01T00:00:00Z,1970-04-11T00:00:00Z,Hungary,Hungarian-born French photographer and painter (1900-1970)
http://www.wikidata.org/entity/Q26925320,Rogi André,Klein,Rózsa,1900-08-10T00:00:00Z,1970-04-11T00:00:00Z,France,Hungarian-born French photographer and painter (1900-1970)
http://www.wikidata.org/entity/Q26925320,Rogi André,Klein,Rózsa,1905-01-01T00:00:00Z,1970-04-11T00:00:00Z,France,Hungarian-born French photographer and painter (1900-1970)
http://www.wikidata.org/entity/Q789672,Rudolf Balogh,Balogh,Rudolf,1879-09-01T00:00:00Z,1944-10-09T00:00:00Z,Hungary,photographer (1879-1944)
http://www.wikidata.org/entity/Q62057947,Rudolf Jobst,Jobst,Rudolf,1872-07-13T00:00:00Z,1952-12-04T00:00:00Z,Hungary,"Austrian photographer of Hungarian birth, 1872-1952"
http://www.wikidata.org/entity/Q110041260,Rudolf Járai,Járai,Rudolf,1913-10-12T00:00:00Z,1993-07-04T00:00:00Z,Hungary,Hungarian photographer (1913-1993)
http://www.wikidata.org/entity/Q60559477,Ruth Hollós-Consemüller,,Ruth,1904-01-01T00:00:00Z,1993-04-25T00:00:00Z,Hungary,hungarian textile designer
http://www.wikidata.org/entity/Q1055140,Róbert Horling,,Róbert,1931-04-19T00:00:00Z,1992-08-13T00:00:00Z,Hungary,"magyar fotóművész, vízilabdázó, egyetemi tanár"
http://www.wikidata.org/entity/Q1249956,Róbert Romet,Romet,Róbert,1972-01-01T00:00:00Z,,Hungary,(1972-) magyar operatőr és fotóművész
http://www.wikidata.org/entity/Q115918678,Simon Móricz-Sabján,Móricz,Simon,1980-01-01T00:00:00Z,2022-12-01T00:00:00Z,Hungary,"Hungarian photographer, photojournalist"
http://www.wikidata.org/entity/Q115918678,Simon Móricz-Sabján,Móricz,Simon,1980-01-01T00:00:00Z,2022-12-01T00:00:00Z,Hungary,"Hungarian photographer, photojournalist"
http://www.wikidata.org/entity/Q52669735,Sipeki Gyula,,Gyula,1945-08-30T00:00:00Z,2013-12-15T00:00:00Z,Hungary,(1945-2013) magyar fotóművész
http://www.wikidata.org/entity/Q107735941,Soma Belgráder,,Soma,,,Hungary,photographer
http://www.wikidata.org/entity/Q2336993,Stefan Lorant,Lóránt,Stefan,1901-02-22T00:00:00Z,1997-11-14T00:00:00Z,Hungary,American journalist (1901-1997)
http://www.wikidata.org/entity/Q2336993,Stefan Lorant,Lóránt,István,1901-02-22T00:00:00Z,1997-11-14T00:00:00Z,Hungary,American journalist (1901-1997)
http://www.wikidata.org/entity/Q2336993,Stefan Lorant,Lóránt,Stefan,1901-02-22T00:00:00Z,1997-11-14T00:00:00Z,United States of America,American journalist (1901-1997)
http://www.wikidata.org/entity/Q2336993,Stefan Lorant,Lóránt,István,1901-02-22T00:00:00Z,1997-11-14T00:00:00Z,United States of America,American journalist (1901-1997)
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-01-01T00:00:00Z,1997-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-10-20T00:00:00Z,1997-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-01-01T00:00:00Z,1997-07-03T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-10-20T00:00:00Z,1997-07-03T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-01-01T00:00:00Z,1997-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-10-20T00:00:00Z,1997-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-01-01T00:00:00Z,1997-07-03T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q18508662,Suzanne Szasz,Szász,Suzanne,1915-10-20T00:00:00Z,1997-07-03T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q30611429,Szávay Edit,Szávay,blake,1920-01-01T00:00:00Z,1995-08-23T00:00:00Z,Hungary,"(1920–1995) magyar grafikus, illusztrátor, fotóriporter"
http://www.wikidata.org/entity/Q47486625,Sándor Apáti-Tóth,Tóth,Sándor,1948-08-08T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q47486625,Sándor Apáti-Tóth,Apáti,Sándor,1948-08-08T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q794141,Sándor Beszédes,Beszédes,Sándor,1830-01-01T00:00:00Z,1889-08-19T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q833720,Sándor Bojár,,Sándor,1914-08-16T00:00:00Z,2000-01-31T00:00:00Z,Hungary,Hungarian photographer (1914-2000)
http://www.wikidata.org/entity/Q562814,Sándor Bortnyik,Bortnyik,Sándor,1893-07-03T00:00:00Z,1976-12-31T00:00:00Z,Hungary,Hungarian artist (1893-1976)
http://www.wikidata.org/entity/Q7665260,Sándor Brodszky,Brodszky,Alexander,1819-06-20T00:00:00Z,1901-01-23T00:00:00Z,Hungary,Hungarian painter (1819-1901)
http://www.wikidata.org/entity/Q7665260,Sándor Brodszky,Brodszky,Sándor,1819-06-20T00:00:00Z,1901-01-23T00:00:00Z,Hungary,Hungarian painter (1819-1901)
http://www.wikidata.org/entity/Q7665260,Sándor Brodszky,Brodszky,Alexander,1819-07-20T00:00:00Z,1901-01-23T00:00:00Z,Hungary,Hungarian painter (1819-1901)
http://www.wikidata.org/entity/Q7665260,Sándor Brodszky,Brodszky,Sándor,1819-07-20T00:00:00Z,1901-01-23T00:00:00Z,Hungary,Hungarian painter (1819-1901)
http://www.wikidata.org/entity/Q22806962,Sándor Diskay,,Sándor,1883-08-23T00:00:00Z,1953-02-08T00:00:00Z,Hungary,"Hungarian photographer, painter"
http://www.wikidata.org/entity/Q1031542,Sándor Gönci,,Sándor,1907-08-19T00:00:00Z,1994-08-03T00:00:00Z,Hungary,Hungarian photographer (1907-1994)
http://www.wikidata.org/entity/Q1214863,Sándor Nagygyörgy,,Sándor,1933-07-03T00:00:00Z,1993-09-09T00:00:00Z,Hungary,painter (1933-1993)
http://www.wikidata.org/entity/Q12815490,Sándor Neogrády,Neogrády,Sándor,1894-08-11T00:00:00Z,1966-12-30T00:00:00Z,Hungary,(1894–1966) magyar fotográfus
http://www.wikidata.org/entity/Q18508665,Sándor Strelisky,,Sándor,1851-01-01T00:00:00Z,1923-02-23T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q874551,Sándor Szabó,Szabó,Sándor,1962-01-28T00:00:00Z,,Hungary,"(1962-) magyar fotográfus, szerkesztő-rendező, producer"
http://www.wikidata.org/entity/Q56390726,Sándor Szilágyi,Szilágyi,Sándor,1954-02-10T00:00:00Z,,Hungary,(1954–)
http://www.wikidata.org/entity/Q55236454,Tamás Dezső,Dezső,Tamás,1978-02-23T00:00:00Z,,Hungary,(1978–) artist
http://www.wikidata.org/entity/Q55236454,Tamás Dezső,Dezső,Tamás,1978-02-23T00:00:00Z,,Hungary,(1978–) artist
http://www.wikidata.org/entity/Q88165974,Tamás Dobos,Dobos,Tamás,1973-01-01T00:00:00Z,,Hungary,Hungarian photographer and cinematographer (born 1973)
http://www.wikidata.org/entity/Q29472730,Tamás Díner,Diner,Tamás,1946-07-17T00:00:00Z,,Hungary,(1946–) Hungarian photographer
http://www.wikidata.org/entity/Q1004765,Tamás Féner,,Tamás,1938-11-17T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q107185483,Tamás Fényes,Fényes,Tamás,1924-12-14T00:00:00Z,1990-05-04T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q107185483,Tamás Fényes,Fényes,Tamás,1924-12-14T00:00:00Z,1990-05-04T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q25468266,Tamás Földi,Földi,Tamás,1970-12-16T00:00:00Z,,Hungary,"actor, voice actor"
http://www.wikidata.org/entity/Q1096713,Tamás Imre,Imre,Tamás,1971-01-01T00:00:00Z,,Hungary,
http://www.wikidata.org/entity/Q1123736,Tamás Kátai,Kátai,Tamás,1975-12-27T00:00:00Z,,Hungary,Hungarian musician
http://www.wikidata.org/entity/Q392253,Tamás Révész,Révész,Tamás,1946-02-21T00:00:00Z,,Hungary,(1946–) photographer
http://www.wikidata.org/entity/Q392253,Tamás Révész,Révész,Tamás,1946-02-21T00:00:00Z,,United States of America,(1946–) photographer
http://www.wikidata.org/entity/Q392253,Tamás Révész,Révész,Tamás,1946-02-21T00:00:00Z,,Hungary,(1946–) photographer
http://www.wikidata.org/entity/Q392253,Tamás Révész,Révész,Tamás,1946-02-21T00:00:00Z,,United States of America,(1946–) photographer
http://www.wikidata.org/entity/Q123358946,Tamás Thaler,Thaler,Tamás,1961-12-05T00:00:00Z,,Hungary,"Hungarian publisher, photographer (born: 1961)"
